title,skills_list
Data Scientist/AI Fine Tuning,"['bash', 'aws', 'scikit-learn', 'azure', 'bitbucket', 'java', 'nltk', 'powershell', 'word', 'gitlab', 'docker', 'git', 'r', 'python', 'tensorflow']"
"Senior Data Analyst, Regulatory Relations",['sql']
SAS Viya Data Scientist,"['aws', 'python', 'sas', 'snowflake', 'sql']"
Analyst – Product Data Quality,"['excel', 'sap', 'power_bi']"
Remote - Lead Data Analyst,"['power_bi', 'tableau', 'excel', 'looker', 'sql', 'r', 'python', 'microstrategy']"
Junior HR Data Analyst - Reporting & Enablement Focus,"['tableau', 'sql']"
Lasso simulation in R programming,['r']
Statistician with knowledge of R: Time series analysis using...,['r']
Data Analyst,['excel']
2023 Graduate - Algorithm Developer/Data Analyst - Oceanic...,"['matlab', 'fortran', 'r', 'python', 'apl']"
"AVP, Senior Data Analyst",['c']
Data Specialist,['go']
Senior Data Analyst,['tableau']
Business Process Analyst (Electronic Data Interchange),['sap']
Lead DBT/Analytics Engineer,"['gcp', 'airflow', 'snowflake']"
Medicaid Data Analytics and Fraud Abuse Subject Matter Expert...,['css']
"Senior, Data Analyst - Transportation Planning & Optimization","['power_bi', 'tableau', 'excel', 'gcp', 'spark', 'sql', 'r', 'python', 'scala']"
Senior Data Analyst - Firm Analytics - Full-time / Part-time,"['snowflake', 'sql']"
Solix Data Archival Lead,"['sap', 'sql']"
Earthquake Analyst,['sql']
"Lead Data Analyst/Senior Data Analyst, TikTok Ads - USDS","['tableau', 'perl', 'sql', 'php', 'python']"
(USA) Data Analyst III,"['power_bi', 'tableau', 'looker', 'spark', 'sql', 'r', 'python', 'scala']"
Data Analyst - Guidewire,"['c', 'sql']"
Senior Data Analyst,"['power_bi', 'sql']"
Data Analyst III,"['excel', 'sql']"
Data Analyst,"['excel', 'tableau', 'sql', 'azure', 'alteryx']"
Data Analyst III,"['tableau', 'power_bi', 'excel', 'sas', 'power_bi', 'scala', 'spark', 'sql', 'nosql', 'matplotlib', 'r', 'python']"
Remote Sensing Data Analyst,"['matlab', 'git', 'python']"
Business Analyst II (Healthcare Analytics),"['power_bi', 'python']"
Data Warehouse Analyst,"['power_bi', 'tableau']"
Data Analyst,"['powerpoint', 'excel', 'power_bi', 'tableau', 'r', 'python', 'go', 'sql']"
Data Analyst (New Consumer Health Company),"['tableau', 'excel', 'power_bi', 'sql', 'r', 'python']"
Data Analyst,"['powerpoint', 'excel', 'spreadsheet']"
Senior Data Analyst,"['tableau', 'aws', 'bigquery', 'looker', 'snowflake', 'java', 'c++', 'airflow', 'spark', 'go', 'sql', 'nosql', 'typescript', 'redshift', 'r', 'python', 'postgresql', 'mongodb', 'alteryx']"
"Healthcare Data Analyst, Claims and Authorizations","['tableau', 'power_bi', 'sql']"
Data Analyst 100% Remote Jobs,['sap']
Data Analyst Python Developer,"['matplotlib', 'python', 'seaborn']"
Healthcare Analyst,"['r', 'sas', 'cognos', 'spss']"
"Lead Data Analyst, Go-To-Market","['power_bi', 'tableau', 'jira', 'looker', 'snowflake', 'sql', 'alteryx']"
Data Analyst / Data Scientist,"['aws', 'python']"
Data Analyst III,"['mysql', 'crystal', 'sql']"
Data Scientist Intern,"['github', 'pandas', 'aws', 'scikit-learn', 'jupyter', 'keras', 'snowflake', 'sql', 'r', 'python', 'numpy']"
Data Analyst,['sql']
DATA/BUSINESS ANALYST (ALWAYS REMOTE IN U.S.),"['power_bi', 'c', 'sql', 'azure']"
Senior Data Analyst,"['looker', 'python', 'sql']"
Business Data Analyst for New Beginners,['excel']
PowerBI Analyst/Developer,"['power_bi', 'spark', 'sql', 'azure']"
"Principal, Data Analyst (IROCC)","['power_bi', 'tableau', 'sas', 'power_bi', 'scala', 'spark', 'sql', 'nosql', 'r', 'python', 'vba']"
Marketing Data Analyst,"['tableau', 'looker', 'sql']"
Social Science Research Data Analyst,['r']
"Sr Data Analyst (Kansas City, MO)","['power_bi', 'r']"
Excel Data Analyst and Charting Specialist,['excel']
Data Analyst II (Healthcare Analytics)-Remote,"['power_bi', 'python']"
Environmental and Water Resources Data Analyst,"['jupyter', 'sql', 'git', 'r', 'python']"
PVO Analyst,"['word', 'excel']"
Remote Sr Data Analyst – IT Asset Management | WFH,"['powerpoint', 'word', 'excel', 'power_bi', 'splunk']"
Information Protection Data Analyst,"['power_bi', 'powershell', 'python', 'sql']"
"Data Management, Analyst",['sql']
Data Analyst and Converter,"['excel', 'power_bi', 'sql']"
Data Standards Analyst I- ELS,"['html', 'excel']"
Data Scientist II,"['hadoop', 'tableau', 'r', 'python', 'microstrategy', 'spark', 'sql']"
"Data Analyst, Data Analytics","['tableau', 'gcp', 'sql']"
Bioinformatics Analyst,"['bash', 'aws', 'python', 'shell', 'sql']"
Data Quality Analyst,['sql']
Data Analyst (Intern),"['excel', 'power_bi', 'tableau', 'sql']"
Data Analyst,"['powerpoint', 'word', 'excel', 'power_bi', 'tableau', 'sharepoint', 'outlook', 'sql']"
Senior Data & Reporting Analyst,['tableau']
Data Analyst,"['tableau', 'aws', 'postgresql', 'sql']"
Data Analyst,"['excel', 'sas', 'javascript', 'spark', 'sql', 'word', 'r']"
Data Analyst,"['mysql', 'tableau', 'power_bi', 'looker', 'r', 'python', 'postgresql', 'sql']"
Product Data Analyst - Product Strategy & Operations - 31175,"['tableau', 'splunk', 'javascript', 'java', 'go', 'sql', 'python']"
"Sr Analyst, Data- Remote","['excel', 'sql']"
Data Analyst,"['excel', 'sql']"
ILI Data Analyst,['crystal']
Experienced Data Analyst Needed - Contract to Hire,"['tableau', 'power_bi', 'r', 'python', 'sql']"
Junior Data Analyst,"['excel', 'power_bi']"
Data Analyst,"['excel', 'sas', 'javascript', 'sql', 'spss']"
Business analyst / data analyst,"['java', 'power_bi', 'python', 'sas', 'javascript', 'sharepoint', 'sql']"
Exciting Opportunity: Senior Quantitative Data Scientist Remote Role,"['python', 'sas']"
Bioinformatics Analyst (NGS/OMICS/SQL/Curation/R Programing),"['r', 'python', 'sql']"
Data Analyst,"['tableau', 'javascript', 'snowflake', 'sql']"
Organized and detailed Product Analyst needed for remote jobs,"['excel', 'power_bi', 'r', 'python', 'sql']"
"Sr. Data Analyst, Marketing Operations","['tableau', 'jira', 'sql', 'microstrategy']"
QA/Data Analyst,"['snowflake', 'sql', 'redshift']"
Data Scientist for an Influencer Marketing Agency - Contract to Hire,['go']
Senior Business Analyst,"['power_bi', 'excel', 'sql']"
Sr. Operations Data Analyst - Provider - (SAS Required) - Remote,"['powerpoint', 'word', 'excel', 'tableau', 'sas', 'cognos', 'outlook']"
Data Analyst,"['r', 'python']"
Data Analyst,"['tableau', 'sql']"
Data Analyst,"['excel', 'sql']"
IAM Data Analyst - Remote,"['excel', 'sql']"
Data Analyst,"['aws', 'snowflake', 'sql', 'python']"
Data Analyst,"['excel', 'sql', 'r', 'python']"
Remote Data Analyst (Credit Risk),"['powerpoint', 'excel', 'tableau', 'python', 'sql']"
"Data Analyst, SMB Sales GTM Insights","['tableau', 'sql', 'python']"
Data Scientist - Operations Research,"['github', 'pandas', 'sql']"
Senior Associate Data Analyst,"['sap', 'power_bi', 'sql', 'alteryx']"
Senior Data Analyst,"['power_bi', 'tableau', 'spark', 'sql', 'r', 'python', 'scala']"
IT Data Analytics,"['excel', 'spreadsheet']"
Domo Data Analyst (REMOTE) ($65000.00 - $100000.00 / year),['sql']
Data Analyst to create Sales Leads and Pipeline - Contract to Hire,"['excel', 'spreadsheet']"
Analytics Engineer II,"['github', 'bash', 'groovy', 'snowflake', 'sql', 'qlik', 'git', 'python', 'linux']"
Real World Evidence Data Analyst,"['r', 'python', 'sql']"
"IT Business  Data/Analyst - Product level Data, Supply Chain  ...","['r', 'sql', 'azure']"
Senior BI Analyst,"['tableau', 'excel', 'looker', 'power_bi', 'spreadsheet', 'sql']"
Technical Analyst III - Data Management Operational Excellence,"['power_bi', 'ssis', 'ssrs', 'sql']"
Sr. Planning Data Analyst,"['powerpoint', 'excel', 'spreadsheet', 'word', 'visio']"
Operations Data Analyst,"['power_bi', 'tableau', 'excel']"
Marketing and Sales Data Analyst - Contract to Hire,"['tableau', 'power_bi', 'r', 'python', 'sql']"
Data Analyst,"['bigquery', 'redshift', 'mongodb', 'snowflake', 'aws', 'python', 'spark', 'nosql', 'scala']"
EDI Integration Data Analyst,"['ssis', 'perl', 'sql']"
Data Analyst II,['sql']
Research Analyst,"['powerpoint', 'excel', 'r', 'python']"
Data Analytics Analyst,"['power_bi', 'ssis', 'sql']"
Senior Production Data Analyst,"['excel', 'sap', 'outlook', 'spark', 'word']"
Data Reporting Analyst,"['power_bi', 'cognos', 'c', 'sql']"
Data Analyst,"['power_bi', 'python', 'sql', 'azure']"
Data Analyst III (Remote),"['power_bi', 'tableau', 'azure', 'ssis', 'sql', 'alteryx']"
Data Analyst II,"['power_bi', 'excel', 'sas', 'snowflake', 'sql', 'spss', 'r', 'python']"
Data Analyst,"['tableau', 'r', 'python', 'sas', 'sql']"
ELINT Data Analyst with Security Clearance,"['matlab', 'linux/unix', 'python']"
Data Analyst-VA,"['excel', 'tableau', 'power_bi', 'r', 'python', 'sql']"
"Clinical Quality Data Analyst in Providence, RI – (job id: 1682652269)",['excel']
Network Data Analyst,"['excel', 'sas', 'cognos', 'spreadsheet', 'sql', 'r', 'python']"
Data analyst - Contract to Hire,"['excel', 'power_bi', 'tableau', 'python', 'sql']"
Data Analyst,"['excel', 'sql']"
Senior Data Analyst,"['pandas', 'tableau', 'aws', 'azure', 'snowflake', 'gcp', 'airflow', 'sql', 'python', 'numpy']"
Qlik Developer (Data Analyst),"['qlik', 'r', 'python', 'sql']"
Business Data Analyst,"['power_bi', 'excel', 'sql']"
Data Reporting Analyst / Full time / Part Time (Remote),"['excel', 'tableau', 'power_bi', 'sql']"
Data Mining Analyst,"['tableau', 'power_bi', 'sql']"
Senior Data Analyst,"['power_bi', 'r', 'python', 'sas', 'c', 'sql']"
Data Scientist,"['java', 'c++', 'hadoop', 'tableau', 'python', 'spark', 'c', 'sql']"
Lead Data Analyst - Loyalty & Growth,"['tableau', 'snowflake', 'sql']"
(USA) Senior Data Analyst,"['tableau', 'power_bi', 'looker', 'spark', 'sql', 'r', 'python', 'scala']"
Lead Data Analyst,"['t-sql', 'power_bi', 'azure', 'sql']"
Healthcare Data Scientist,"['github', 'bigquery', 'ubuntu', 'looker', 'docker', 'git', 'python', 'sql', 'linux']"
Supplier Diversity Data Analyst - Remote,"['qlik', 'power_bi']"
Senior Data Analyst,"['t-sql', 'visual_basic', 'sharepoint', 'powerpoint', 'excel', 'pl/sql', 'sql']"
"Fulltime-Data Analyst with Oracle : Tampa, FL (Initial 1 month remote)","['word', 'sql']"
Azure Data Analyst/Modelers/Architect,['azure']
Data Analyst - Financial,['excel']
Research/Data Analyst-P20W - Full-time / Part-time,"['tableau', 'sas', 'sql', 'r']"
Data Analyst-Parts,"['powerpoint', 'excel', 'tableau', 'power_bi', 'r', 'python', 'sql', 'dax', 'alteryx']"
Data Analyst III,"['power_bi', 'tableau', 'looker', 'sap', 'spark', 'sql', 'mysql', 'r', 'python', 'microstrategy', 'scala']"
Remote Senior Data Analytics Consultant,"['excel', 'spreadsheet']"
Senior Data Analyst,"['powerpoint', 'excel']"
Market Research and Data Analyst,['excel']
Data Scientist II,"['tableau', 'hadoop', 'spark', 'sql', 'r', 'python', 'microstrategy']"
Data Analyst,['c']
Big Data Lead - W2,"['aws', 'spark', 'sql']"
Data Analyst,"['mongodb', 'snowflake', 'sql']"
Strategic Buyer/Data Analyst,"['excel', 'sql']"
Data Scientist,"['pandas', 'aws', 'scikit-learn', 'pytorch', 'sql', 'nosql', 'docker', 'git', 'python', 'numpy']"
"Research Data Analyst WFH in  Nashville, TN in HCA Healthcare","['sas', 'sql']"
"Data Analyst (Location Negotiable within Montana, Nebraska & South...","['tableau', 'excel', 'power_bi', 'sql']"
Crypto Data Engineer (Hungary- Remote),"['no-sql', 'java', 'c++', 'r', 'aws', 'python', 'snowflake', 'mongodb', 'sql', 'nosql']"
Sr. Business Intelligence Analyst II,"['tableau', 'power_bi', 'jira', 'javascript', 'html', 'pl/sql', 'sql']"
Senior Revenue Operations Data Analyst – Performance & Insights,"['power_bi', 'tableau', 'excel', 'looker', 'snowflake', 'power_bi', 'spark', 'sql', 'redshift', 'python', 'alteryx']"
Data Analyst Intern,"['excel', 'sql']"
Data Analyst Intern,"['word', 'excel', 'spreadsheet', 'sql']"
Enrollment Data Analyst,['sql']
Data Analyst Senior,"['t-sql', 'power_bi', 'tableau', 'sas', 'sql']"
Clinical Data Analyst,"['excel', 'power_bi', 'sql']"
Sr Data Analyst,"['splunk', 'python', 'c', 'shell', 'linux']"
Data Analytics Sales Specialist,"['bigquery', 'looker', 'sql']"
Data Analyst,"['r', 'python']"
Programmer Analyst,"['java', 'powerpoint', 'matlab', 'word', 'excel', 'r', 'python', 'sas', 'c/c++', 'sql']"
Transportation Data Analyst I or II,"['powerpoint', 'excel', 'sas', 'terminal', 'word']"
Business Intelligence Analyst,"['power_bi', 'azure', 'excel', 'dax', 'sql']"
Process Improvement Data Analyst- REMOTE,"['excel', 'power_bi']"
Business Analyst,['excel']
Data Analyst,"['excel', 'sql']"
"Financial Data Analyst, Remote Job","['excel', 'python']"
Data Analyst with Security Clearance,"['javascript', 'sql']"
Data Scientist Consultant,"['power_bi', 'visual_basic', 'sql']"
Business Intelligence Analyst Senior Lead,"['hadoop', 'tableau', 'snowflake', 'sql', 'nosql']"
Visualisation of SurveyMonkey data in Looker Studio,['looker']
Staff Data Analyst - People Analytics Product Manager,"['power_bi', 'tableau', 'spark', 'sql', 'word', 'r', 'python', 'scala']"
Data Analyst,['sql']
"Senior Analyst, Consumer Data Privacy","['sharepoint', 'powerpoint', 'excel', 'word']"
Data Analyst,"['word', 'excel']"
Data Analyst,"['jira', 'sql']"
Life Sciences Commercial Analytics Insights (RWD / Claims Data) - Senior Consultant,"['power_bi', 'tableau', 'powerpoint', 'excel', 'sql', 'word', 'qlik', 'visio', 'r', 'python', 'scala']"
JUNIOR DATA ANALYST,"['power_bi', 'excel', 'sql', 'nosql', 'qlik', 'python']"
Data Analyst,"['pyspark', 'aws', 'python']"
Snowflake Query Optimization (Urgent),['snowflake']
Data analyst,"['power_bi', 'aws', 'azure', 'excel', 'sql', 'typescript', 'python']"
W2 Only – Healthcare Data Analyst – 100% Remote – No C2C,"['power_bi', 'tableau', 'r', 'python', 'sql']"
Data Analyst (Contract),"['power_bi', 'r', 'python', 'sql']"
Data Analyst,"['excel', 'tableau', 'power_bi', 'sap']"
Lead Data Analyst,['sql']
"Data Analyst (Remote) in Fairfax, VA","['pyspark', 'java', 'sql', 'python']"
Data Analyst,"['power_bi', 'excel', 'word']"
Lead Data Scientist,"['tableau', 'power_bi', 'gcp', 'docker', 'git', 'r', 'aws', 'python', 'sql', 'azure']"
Global Commercial Data Analyst - Data Governance,"['azure', 'sql', 'python']"
Data Analyst,"['word', 'excel', 'r', 'python', 'vba', 'sharepoint']"
Data Analyst,"['github', 'jupyter', 'bash', 'terminal', 'r', 'python', 'postgresql', 'sql']"
Data Analyst,"['excel', 'tableau', 'power_bi', 'r', 'python', 'go', 'sql', 'spreadsheet']"
Assistant director tech data analyst,"['power_bi', 'sql', 'python']"
Consumer Goods Data Analyst,"['powerpoint', 'excel', 'word']"
Professional Microsoft BI designer and analyst,"['excel', 'power_bi', 'sql']"
entry level data analyst jobs near me – DE0457,['spreadsheet']
Water Conservation Data Analyst,"['pandas', 'power_bi', 'dplyr', 'excel', 'sql', 'docker', 'git', 'r', 'python']"
Data Analyst and Modeler with Operations Expertise,"['java', 'matlab', 'tableau', 'r', 'python', 'sas']"
Power Bi Expert_ Dax Specialist,"['power_bi', 'dax']"
Research Data Analyst,"['r', 'sas']"
Senior Data Scientist - Product Analytics,"['tableau', 'spark', 'sql', 'r', 'python']"
"Lead/ Staff Data Scientist (Bangkok based, relocation provided)","['pyspark', 'sql', 'python', 'scala']"
Data Analyst,"['sql', 'azure']"
Artificial Intelligence Analyst,"['docker', 'pytorch']"
Data Analyst,"['tableau', 'sql']"
Lead Data Analyst,"['tableau', 'powerpoint', 'excel', 'looker', 'sql', 'qlik', 'r']"
Data Analyst,"['sql', 'r', 'python']"
069080-Senior Data Analyst,"['aws', 'plotly', 'sap', 'snowflake', 'pytorch', 'sql', 'matplotlib', 'r', 'python']"
Data Analyst,"['bigquery', 'excel', 'javascript', 'power_bi', 'sql']"
Principal,"['tableau', 'excel', 'looker', 'sas', 'power_bi', 'gcp', 'sql', 'nosql', 'matplotlib', 'r', 'python']"
DATA WAREHOUSE ANALYST,"['power_bi', 'tableau', 'cognos', 'snowflake', 'sql']"
(USA) Senior Data Analyst - Tech,"['power_bi', 'tableau', 'sql', 'python']"
Lead Data Analyst,"['redshift', 'snowflake', 'sql']"
Epic Clarity BI Analyst,"['r', 'python', 'sql']"
Data Scientist,"['pandas', 'bash', 'power_bi', 'tableau', 'aws', 'scikit-learn', 'azure', 'keras', 'pytorch', 'hadoop', 'gcp', 'spark', 'go', 'sql', 'nosql', 'matplotlib', 'git', 'r', 'python', 'numpy', 'tensorflow', 'linux']"
SAS Data Analyst- Contract,"['sas', 'go', 'sql']"
Business Intelligence Analyst (Remote),"['tableau', 'looker', 'power_bi', 'sql', 'qlik', 'r', 'python']"
Data Analyst,"['r', 'python']"
Big Data Developer,"['java', 'c++', 'r', 'aws', 'python', 'c', 'sql']"
"OR Business and Data Analyst – Remote Opportunity for Local Candidates in Bethlehem, PA","['tableau', 'powerpoint', 'excel', 'word']"
Data Analyst,"['tableau', 'python', 'sas', 'sql']"
Data Analyst,"['powerpoint', 'sas', 'spss', 'r', 'python']"
Senior Analytics Engineer,"['excel', 'tableau', 'power_bi', 'looker', 'sql']"
Data Analyst (Jr. - Mid),"['html', 'redshift', 'javascript', 'sql']"
Tableau Developer | Data Analyst,['tableau']
Data Analyst (Remote),"['power_bi', 'tableau', 'jira', 'sql', 'python']"
Data Processing Specialist,['spreadsheet']
"Required Data Analyst – J&L Marketing – Louisville, KY","['excel', 'sas', 'javascript', 'sql', 'spss']"
Data Analyst,"['excel', 'sas', 'javascript', 'sql', 'spss']"
"Manager of Analytics, Go To Market","['hadoop', 'spark', 'go', 'sql', 'python']"
IT Data Analyst,"['crystal', 'excel', 'cognos']"
Data Analyst,"['excel', 'outlook']"
Junior Data Reporting Analyst,"['power_bi', 'r', 'python', 'sql', 'azure']"
Full Time Data Analyst,"['r', 'python']"
Credit Risk & Data Analyst,"['tableau', 'sas', 'c']"
Data Analyst,"['gdpr', 'excel', 'power_bi']"
Marketing Data Analyst (241),"['jira', 'sql']"
Data analysis using to prove hypothesis related to political actions.,['r']
Senior Claims Business Intelligence Analyst,"['pandas', 'tableau', 'looker', 'sas', 'go', 'sql', 'spss', 'r', 'python']"
"Senior Manager II, Finance - Retail Operations Business Analytics","['power_bi', 'dax']"
SSR I - Business Data Analyst,"['power_bi', 'excel', 'sql', 'word', 'qlik']"
Data Analyst,['r']
Sr Data Analyst,"['go', 'ssis', 'sql']"
Web Data Analyst,"['php', 'html', 'c++', 'jquery', 'javascript', 'pl/sql', 'sql']"
"Sr. Analyst, Operations Data","['power_bi', 'excel']"
"Analyst 2, Data Analytics & Business Intelligence","['hadoop', 'sql']"
Medical Data Analyst,"['pyspark', 'sql', 'python']"
Attack Surface Data Analyst,"['java', 'c++', 'excel', 'python']"
Data Analyst II - (Remote - US),"['r', 'python', 'snowflake', 'sql']"
"LanceSoft – Data Analyst III – Parsippany, NJ",['excel']
Healthcare data science research project,['python']
BI Developer/Analyst,"['power_bi', 'tableau', 'sql', 'dax']"
ETL Data Analyst,"['pandas', 'bigquery', 'tableau', 'gcp', 'airflow', 'git', 'r', 'python', 'sql']"
Senior Data Analyst,"['excel', 'looker', 'python', 'go', 'sql']"
Sr. Data Analyst/Engineer,"['tableau', 'aws', 'java', 'hadoop', 'spark', 'sql', 'redshift', 'git', 'r', 'python', 'mongodb', 'scala']"
